Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,DIN 17457:1985,X 5 CrNi 18 10,1.4301,---,0.07,---,---,---,---,17.0-19.0,8.5-10.5,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,DIN 17458:1985,X 5 CrNi 18 10,1.4301,---,0.07,---,---,---,---,17.0-19.0,8.5-10.5,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,DIN 28180:1985,X 5 CrNi 18 10,1.4301,---,0.07,---,---,---,---,17.0-19.0,8.5-10.5,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,DIN 28181:1985,X 5 CrNi 18 10,1.4301,---,0.07,---,---,---,---,17.0-19.0,8.5-10.5,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,AFNOR NF A 49-217:1987,TU Z 6 CN 18 09,---,---,0.080,2.00,1.00,0.040,0.030,17.00-20.00,8.00-11.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,AFNOR NF A 49-244:1993,X7CrNi18-9,---,---,0.070,2.00,0.75,0.040,0.015,17.0-19.0,8.0-10.0,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,AFNOR NF A 49-247:1981,TS Z 6 CN 18-09,---,---,0.080,2.00,1.00,0.040,0.030,17-20.0,8-11.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ISO 2604-II:1975,TS 47,---,---,0.07,2.00,1.00,0.045,0.030,17.00-19.00,8.00-12.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ISO 2604-V:1978,TW 47,---,---,0.07,2.00,1.00,0.045,0.030,17.00-19.00,8.00-11.00,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ASTM A 213/A 213M-03a,TP304L,---,S30403,0.035,2.00,0.75,0.040,0.030,18.0-20.0,8.00-13.0,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ASTM A 249/A 249M-03,TP304L,---,S30403,0.035,2.00,1.00,0.045,0.030,18.0-20.0,8.0-13.0,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ASTM A 312/A 312M-03,TP304L,---,S30403,0.035,2.00,1.00,0.045,0.030,18.0-20.0,8.00-13.0,---,---
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ASTM A 358/A 358M-01,304L,---,S30403,0.030,2.00,0.75,0.045,0.030,18.0-20.0,8.0-12.0,---,N 0.10
5.9.2A Chemical Composition of Austenitic Stainless Steel Tubes and Pipes for Pressure Purposes and High Temperatures,ASTM A 409/A 409M-01,TP304L,---,S30403,0.035,2.00,1.00,0.045,0.030,18.0-20.0,8.00-12.0,---,---
