Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 666-03,316N,---,S31651,0.08,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,N 0.10-0.16
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4304:1999,SUS316N,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,N 0.10-0.22
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4305:1999,SUS316N,---,---,0.08,2.00,1.00,0.045,0.030,16.00-18.00,10.00-14.00,2.00-3.00,N 0.10-0.22
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,316LN,---,S31653,0.030,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,N 0.10-0.16
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4304:1999,SUS316LN,---,---,0.030,2.00,1.00,0.045,0.030,16.50-18.50,10.50-14.50,2.00-3.00,N 0.12-0.22
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),JIS G 4305:1999,SUS316LN,---,---,0.030,2.00,1.00,0.045,0.030,16.50-18.50,10.50-14.50,2.00-3.00,N 0.12-0.22
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X2CrNiMoN17-11-2,1.4406,---,0.030,2.00,1.00,0.045,0.015,16.50-18.50,10.00-12.00,2.00-2.50,N 0.12-0.22
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X2CrNiMoN17-13-3,1.4429,---,0.030,2.00,1.00,0.045,0.015,16.50-18.50,11.00-14.00,2.50-3.00,N 0.12-0.22
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,316Cb,---,S31640,0.08,2.00,0.75,0.045,0.030,16.0-18.0,10.0-14.0,2.00-3.00,"Cb 10xC min, 1.10 max; N 0.10"
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),EN 10088-2:1995,X6CrNiMoNb17-12-2,1.4580,---,0.08,2.00,1.00,0.045,0.015,16.50-18.50,10.50-13.50,2.00-2.50,Nb 10xC to 1.00
8.1.3A Chemical Composition of Austenitic Stainless Steels (Plate/Sheet/Strip),ASTM A 240/A 240M-03c,316Ti,---,S31635,0.08,2.00,0.75,0.045,0.030,16.00-18.0,10.0-14.0,2.0-3.0,"Ti 5 x (C+N) min, 0.70 max"
