Section,Standard Designation,"Grade, Class, Type, Symbol or Name",Steel Number,UNS Number,C,Mn,Si,P,S,Cr,Ni,Mo,Others
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,API 5L-2004,"X65, PSL 2 welded",---,---,0.22,1.45,---,0.025,0.015,---,---,---,Cb+V+Ti 0.15; Ti 0.06
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,CSA Z245.1-2002,448 - Category II or III,---,---,0.26,2.00,0.50,0.030,0.035,---,---,---,Nb 0.11; Ti 0.11; V 0.11; B 0.001; CE 0.40 (see standard)
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,ASTM A 984/A 984M-03,60,---,---,0.22,---,---,0.025,0.015,---,---,---,B 0.0007; CE 0.40 (see standard)
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,EN 10208-2:1996,L450QB seamless,1.8952,---,0.16,1.6,0.45,0.025,0.020,0.30,0.30,0.35,Al 0.015-0.060; N 0.0012; Cu 0.25; Nb+V+Ti 0.15; CEV 0.45 (see standard); Al:N ≥ 2;
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,EN 10208-2:1996,L450MB welded,1.8975,---,0.16,1.6,0.45,0.025,0.020,0.30,0.30,0.10,Al 0.015-0.060; N 0.0012; Cu 0.25; Nb+V+Ti 0.15; CEV 0.43 (see standard); Al:N ≥ 2;
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,ISO 3183-2:1996,L450QB seamless,---,---,0.16,1.6,0.45,0.025,0.020,0.30,0.30,0.35,Al 0.015-0.060; N 0.0012; Cu 0.25; Nb+V+Ti 0.15; Ti 0.06; V 0.09; Nb 0.05; Al:N ≥ 2; CEV 0.45 (see standard)
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,ISO 3183-2:1996,L450MB welded,---,---,0.16,1.6,0.45,0.025,0.020,0.30,0.30,0.35,Al 0.015-0.060; N 0.0012; Cu 0.25; Nb+V+Ti 0.15; Ti 0.06; V 0.10; Nb 0.05; Al:N ≥ 2; CEV 0.43 (see standard)
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,API 5L-2004,"X70, PSL 2 seamless",---,---,0.24,1.40,---,0.025,0.015,---,---,---,Cb+V+Ti 0.15; Ti 0.06
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,API 5L-2004,"X70, PSL 2 welded",---,---,0.22,1.65,---,0.025,0.015,---,---,---,Cb+V+Ti 0.15; Ti 0.06
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,CSA Z245.1-2002,483 - Category II or III,---,---,0.26,2.00,0.50,0.030,0.035,---,---,---,Nb 0.11; Ti 0.11; V 0.11; B 0.001; CE 0.40 (see standard)
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,ASTM A 1005/A 1005M-00,70,---,---,0.16,---,---,---,---,---,---,---,B 0.0007; CE 0.40 (see standard)
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,EN 10208-2:1996,L485QB seamless,1.8955,---,0.16,1.7,0.45,0.025,0.020,0.30,0.30,0.35,Al 0.015-0.060; N 0.0012; Cu 0.25; Nb+V+Ti 0.15; Ti 0.06; V 0.10; Nb 0.05; Al:N ≥ 2 CEV 0.45 (see standard)
5.10.2B Chemical Composition of Line Pipe Steels With Notch Toughness Requirements,EN 10208-2:1996,L485MB welded,1.8977,---,0.16,1.7,0.45,0.025,0.020,0.30,0.30,0.10,Al 0.015-0.060; N 0.0012; Cu 0.25; Nb+V+Ti 0.15; Ti 0.06; V 0.10; Nb 0.06; Al:N ≥ 2 CEV 0.43 (see standard)
